ID,OffID,Pop,Fruit,Selfed,Hac_C7,Hac_D1,Hb_B9,Hb_C115,Hac_C114,Hac_B6,Hac_B4,Hac_A103,Hac_A116,Hc_C7,Hc_C126
50B,5,50,50B3,No,219:225,180:180,357:360,288:288,372:372,291:291,252:255,190:194,302:302,345:348,270:270
50B,6,50,50B3,No,219:225,180:183,357:357,288:297,372:372,291:291,252:255,194:210,302:302,345:348,249:249
50B,7,50,50B4,No,225:225,180:180,357:369,288:288,372:375,NA,252:252,194:210,302:302,NA,249:249
50B,8,50,50B4,No,219:225,180:180,357:360,285:288,372:372,291:291,237:240,194:194,302:302,348:357,249:249
50B,9,50,50B5,No,219:219,180:180,357:357,285:288,372:372,285:285,240:243,194:210,302:302,342:348,249:270
50B,10,50,50B5,No,219:225,180:180,357:369,288:288,372:372,291:291,249:252,194:206,302:302,348:354,249:270
50B,11,50,50B5,No,219:225,180:180,357:360,288:288,372:372,291:291,240:252,190:194,302:302,348:348,249:270
50D,0,50,NA,No,225:225,180:180,360:360,276:288,372:372,285:285,228:258,190:194,302:302,348:360,249:270
50D,1,50,50D1,No,225:225,180:180,348:360,276:288,372:375,285:294,237:243,190:190,302:302,348:363,249:255
50D,2,50,50D2,No,219:225,180:183,360:360,288:297,372:372,285:288,228:240,190:194,302:302,351:360,249:255
50D,3,50,50D3,No,225:225,180:180,360:369,288:291,372:372,285:285,228:252,186:194,302:302,345:348,249:270
50D,4,50,50D3,No,219:225,180:180,360:360,NA,372:372,285:285,240:258,190:206,302:302,348:348,249:249
50D,5,50,50D3,No,225:225,180:180,360:360,288:291,372:372,285:285,228:252,186:190,302:302,345:360,249:249
50D,6,50,50D4,No,222:225,180:180,360:360,276:276,372:372,285:285,252:258,194:200,302:302,348:348,249:270
50D,7,50,50D4,No,225:225,180:180,360:360,276:285,372:372,285:285,228:252,190:210,294:302,348:348,249:270
50D,8,50,50D4,No,225:225,180:180,360:360,276:285,372:372,NA,228:252,192:194,302:302,348:357,NA
50D,9,50,50D5,No,219:225,180:180,360:360,276:288,372:372,NA,228:255,190:194,302:302,348:360,249:270
50D,10,50,50D5,No,225:225,180:180,360:360,276:276,372:372,NA,NA,194:194,302:302,NA,249:270
50E,0,50,NA,No,225:225,180:183,360:360,288:288,372:372,285:291,240:255,194:210,302:302,345:357,249:267
50E,1,50,50E1,No,225:225,180:183,360:360,288:297,372:372,285:285,240:252,200:210,302:302,345:360,249:249
50E,2,50,50E1,No,225:225,180:183,360:360,276:288,372:372,291:291,240:252,190:194,302:302,345:345,267:270
50E,3,50,50E2,No,225:225,183:183,345:360,285:288,372:372,291:291,240:252,202:210,302:302,345:360,249:267
50E,4,50,50E2,No,225:225,180:180,360:360,276:288,372:372,291:291,249:252,190:194,300:302,348:357,267:267
50E,5,50,50E3,No,219:225,180:180,360:360,288:297,372:372,291:291,240:252,194:206,302:302,342:345,249:267
50E,6,50,50E3,No,225:225,180:183,360:360,288:297,372:372,285:285,249:252,194:194,302:302,345:360,249:267
50E,7,50,50E4,No,225:225,180:180,360:360,288:288,372:372,285:285,240:252,186:194,302:302,345:348,249:267
50E,8,50,50E4,No,225:225,180:183,360:360,276:288,372:372,285:285,240:252,194:206,302:302,345:348,249:249
50E,9,50,50E4,No,225:225,180:183,360:360,288:288,369:372,285:285,240:252,194:206,302:304,354:357,249:267
50E,10,50,50E5,Yes,225:225,180:183,360:360,288:288,372:372,285:285,255:255,210:210,302:302,357:357,249:249
56A,0,56,NA,No,222:225,180:180,357:357,288:300,372:372,291:294,240:243,194:200,300:302,345:354,249:267
56A,1,56,56A2,No,222:225,180:180,348:357,276:288,372:372,291:291,237:240,200:200,302:302,348:354,249:249
56A,2,56,56A3,No,219:225,180:180,357:360,288:300,372:372,285:291,243:252,194:194,302:302,345:348,249:267
56A,3,56,56A3,No,NA,180:189,357:357,NA,372:372,294:294,NA,NA,302:302,NA,249:249
56A,4,56,56A4,No,225:225,180:180,NA,NA,372:372,294:294,240:243,200:200,300:306,NA,249:249
56A,5,56,56A4,No,225:225,180:180,357:357,285:285,372:372,294:294,NA,NA,302:302,345:348,NA
56A,6,56,56A4,No,225:225,180:180,357:360,276:288,372:372,291:291,240:243,186:194,302:302,345:354,249:249
56A,7,56,56A5,No,225:225,180:180,357:360,288:288,372:372,291:291,243:246,194:194,302:302,333:345,249:267
56A,8,56,56A6,No,219:222,180:180,357:360,297:300,372:372,291:291,237:243,194:194,302:302,342:354,249:267
56A,9,56,56A7,No,219:222,180:180,357:357,276:288,372:372,291:291,243:243,194:194,302:302,345:345,249:249
56A,10,56,56A8,No,219:225,180:180,357:357,300:300,372:372,291:291,243:255,194:194,302:302,345:351,267:270
56A,11,56,56A9,No,222:225,180:186,348:357,288:288,372:372,285:285,243:252,194:200,302:302,345:351,249:267
56B,0,56,NA,No,225:225,183:183,360:360,276:312,372:372,285:285,246:255,190:194,302:302,345:357,249:249
56B,1,56,56B1,No,225:225,180:183,360:360,285:312,372:375,291:291,240:246,190:194,302:302,354:357,249:249
56B,2,56,56B1,No,225:225,183:183,360:360,276:297,372:372,285:291,240:243,190:190,302:302,NA,249:249
56B,3,56,56B1,No,225:225,180:183,357:357,276:297,372:375,291:291,240:243,190:194,302:302,345:348,249:249
56B,4,56,56B2,No,225:225,180:183,345:360,276:288,372:372,285:291,240:246,190:194,302:302,345:345,249:249
56B,5,56,56B2,No,225:225,180:183,360:360,276:288,372:372,285:285,240:255,194:194,302:302,345:345,249:249
56B,6,56,56B3,No,225:225,180:183,360:360,276:276,372:372,NA,NA,190:190,302:302,345:345,249:249
56B,7,56,56B3,No,225:225,183:183,360:360,NA,372:372,NA,NA,NA,292:302,333:345,249:249
56B,8,56,56B4,No,225:225,180:183,360:360,276:276,372:372,285:291,240:255,190:194,302:302,345:345,249:249
56B,9,56,56B4,No,225:225,180:183,NA,NA,372:372,285:291,252:255,194:194,302:302,NA,249:249
56B,10,56,56B4,No,225:225,180:183,360:366,276:297,372:372,285:291,240:255,190:194,302:302,345:357,249:249
56C,0,56,NA,No,225:225,180:180,360:360,288:288,372:372,291:291,249:252,186:192,294:302,348:354,249:249
56C,1,56,56C1,No,225:225,180:180,360:360,288:288,372:372,288:291,249:252,190:192,292:302,348:357,249:249
56C,2,56,56C1,No,225:225,180:180,360:360,288:288,372:372,288:291,249:252,186:198,292:294,348:357,249:249
56C,3,56,56C2,No,219:225,180:180,360:360,285:288,372:372,300:300,246:252,186:194,294:302,342:354,249:249
56C,4,56,56C3,No,225:225,180:180,360:360,276:288,372:372,291:291,243:249,192:192,294:302,336:348,249:270
56C,5,56,56C3,No,225:225,180:180,360:360,276:288,372:372,291:291,249:252,186:194,294:302,336:354,249:249
56C,6,56,56C4,No,225:225,180:180,360:360,276:288,372:372,NA,240:240,192:192,302:302,345:354,249:249
56C,7,56,56C4,Yes,225:225,180:180,360:360,288:288,372:372,NA,NA,192:192,NA,NA,NA
56C,8,56,56C5,No,225:225,180:180,360:360,288:288,372:372,285:285,NA,192:196,302:302,345:345,249:249
56C,9,56,56C5,No,225:225,180:180,360:360,288:288,372:372,285:285,243:246,192:192,294:302,345:348,249:249
56C,10,56,56C5,No,225:225,180:180,354:360,288:288,372:372,285:291,243:249,192:192,294:302,345:348,249:249
56C,11,56,56C6,Yes,225:225,180:180,360:360,288:288,372:372,291:291,NA,192:192,294:294,348:348,249:249
58A,0,58,NA,No,225:225,180:183,351:357,276:288,372:375,285:291,225:243,194:206,302:302,342:360,249:249
58A,1,58,58A1,No,225:228,180:183,357:357,276:276,NA,285:294,225:252,194:194,302:306,342:342,249:249
58A,2,58,58A1,No,225:225,183:183,351:357,288:303,372:372,NA,243:246,194:194,302:302,342:354,249:249
58A,3,58,58A2,No,225:225,183:183,351:366,276:288,372:372,291:291,225:252,194:194,302:302,348:360,249:249
